,label,t-end,t-start,video-id
1834,20,36.5992440406,3.2293450624,otWTm1_aAqI
1835,174,117.735828393,0.2,aoY0XhAXm7M
1836,16,37.9948307395,33.245476897,34KalqGygZ0
1837,16,43.2354970484,41.5977888268,34KalqGygZ0
1838,16,54.0443713105,46.019601025,34KalqGygZ0
1839,16,99.2451182246,57.3197877535,34KalqGygZ0
1840,181,21.5031291318,6.52880522387,ssktVpcv9WI
1841,155,12.2451386864,0.90979695,rulzKikXMHo
1842,147,88.8391806529,24.6163155655,yu1XjQUctiM
1843,137,122.897140406,19.4337847114,f07eWOCKLI8
1844,44,71.8421466459,3.5279625585,op58Lalekrk
1845,44,99.424399376,83.0674820593,op58Lalekrk
1846,44,172.228717629,102.631638066,op58Lalekrk
1847,44,200.131694228,188.264911076,op58Lalekrk
1848,182,209.581,8.17398595944,zy7rd78yBnY
1849,33,148.963712887,71.1204424948,1RQ27XZKU1E
1850,190,2.6632672164,0.0,E5FiPYZARLE
1851,190,20.4183819924,17.755114776,E5FiPYZARLE
1852,190,39.0612525072,33.7347180744,E5FiPYZARLE
1853,190,74.5714820593,65.9898432509,E5FiPYZARLE
1854,190,102.387828542,100.020479905,E5FiPYZARLE
1855,190,129.612337865,126.357233489,E5FiPYZARLE
1856,190,160.3878697,154.469498125,E5FiPYZARLE
1857,164,18.5061226908,5.47878632293,3abD7z6vRPM
1858,164,73.1722351129,58.9273906733,3abD7z6vRPM
1859,5,127.616870748,3.78271535759,bXApJtAf6Qo
1860,30,135.396242106,11.8611583994,RPkH81M6-NE
1861,71,52.4129800022,12.7836536591,kgvbU_3jEy8
1862,71,136.529421079,59.5718260513,kgvbU_3jEy8
1863,71,156.983265105,143.176919314,kgvbU_3jEy8
1864,168,214.141963386,12.2061569001,qY7LG7r_IA8
1865,115,117.12145,7.67410436817,NbO4k5EtU4Y
1866,72,86.3376209048,18.1023837754,JHHHuKeA-WQ
1867,186,175.796265228,18.5353558066,tOVv0cAyjcg
1868,181,110.746069491,29.843908337,rFTVKkMqpIQ
1869,77,91.18955072,3.97351404056,fQB76oAKOQc
1870,41,3.21261544462,0.119596723869,t1-GV2bAL4I
1871,41,5.14265912637,4.0291723869,t1-GV2bAL4I
1872,172,47.1256564174,0.2,D_y9uXMbImA
1873,47,60.516362461,1.2023118639,3Hbm8FdirRc
1874,47,177.733437164,24.3081213509,AKShRE_4eTA
1875,11,164.801,0.2,mRbqt5ugQSE
1876,4,27.097686,0.01,HVKveVRZ-JY
1877,103,141.759129952,38.88340065,NLdyQ1oMmAo
1878,103,37.5903262301,4.12090605,NLdyQ1oMmAo
1879,197,178.724411086,6.20179347038,euyYRNOSPE0
1880,51,59.41599922,19.8821723869,6Ni6csyQbzw
1881,1,119.895868955,24.79049922,zh0haUMeZV0
1882,49,178.792667707,6.81794736,9PP5_HGpu4c
1883,133,133.04717176,8.45540472,CUG8vpMIFEQ
1884,111,67.9309734789,45.9659110764,qoVYcplxgFE
1885,56,40.7291758378,13.6042128052,SSJjjggYBxc
1886,170,169.056789392,11.731698908,7OYvyg32iqw
1887,61,154.621,0.2,ZJ6BFrKcRe0
1888,70,125.098425117,121.057066303,JcMOzfurtK4
1889,70,197.124830733,194.168921217,JcMOzfurtK4
1890,149,6.99409660156,1.44231779345,685wnEW1Uq4
1891,83,38.4639617785,11.12185233,iXaA7PVRhIY
1892,121,5.0163785897,0.01,SfQku6CicrU
1893,198,114.631020281,14.8347160686,4j7sZBThR7s
1894,186,146.719854134,41.8578853354,Y5zJT3BjIxM
1895,85,71.477780312,10.7706244306,GxOjqC_IDX4
1896,114,56.7501755079,7.24884373221,8OEts-YLeW0
1897,141,16.4366850266,0.0,V9MTU7xLukc
1898,141,37.6971797892,33.5880085326,V9MTU7xLukc
1899,141,107.374430289,48.95273584,V9MTU7xLukc
1900,16,36.6875283447,13.5074202371,rXgxlwrRFTg
1901,24,22.6662981948,6.5867875096,jM3Buw2Kidk
1902,24,111.200470178,81.9473857811,jM3Buw2Kidk
1903,164,19.3930708268,14.9603689236,SipyRTPgdfY
1904,135,34.3478544774,16.0374173479,PJysE5c1WDs
1905,166,49.2802237488,7.88854805772,6rOmYOU7748
1906,25,51.9759079563,6.57353042122,DfOqhNeHDgM
1907,174,206.61801849,4.75436474849,Zr1xfVeUGeo
1908,38,26.9423931919,14.6548582215,50b9lVikSeo
1909,97,118.960354846,0.01,VUlsdTzaKV4
1910,30,168.73783605,7.7885773,kdfJW8YV378
1911,195,219.721,24.3372714509,ywFa_D5QZ-k
1912,102,16.0657352886,0.301232536661,er6fi7nYsuw
1913,61,25.521,24.1405097982,gB_xHRJY7sw
1914,49,217.649872188,166.540397409,75cjK13ylJM
1915,161,227.852117459,43.57696833,IEPoIqIrprg
1916,3,75.7396160336,57.4684096915,j0JsoWxrGh0
1917,19,39.5873868955,0.708067082683,NLdhDlsMnxQ
1918,51,136.733188768,95.7685897036,RxXBMgsu6uU
1919,125,178.886530612,39.0703807488,D0RDF1ez-8Y
1920,171,140.6127999,0.01,tJ2xOG_EWOg
1921,152,116.833127925,63.98062209,QryL-hVKAOA
1922,152,49.46228721,9.66432917317,QryL-hVKAOA
1923,0,22.3997784013,19.0748108985,J__1J4MmH4w
1924,0,53.7244722436,48.6495213142,J__1J4MmH4w
1925,0,68.5993261136,59.8494117279,J__1J4MmH4w
1926,0,90.8241086532,89.4241223515,J__1J4MmH4w
1927,145,65.0301817243,14.3251905859,kTf-Id-lWX8
1928,162,136.856474259,43.46115318,Pr6zL1ToSC4
1929,162,28.48932783,7.81934634,Pr6zL1ToSC4
1930,102,218.513026521,12.5899375975,9SY9ufDznFQ
1931,131,80.8928720998,79.5643395289,xv8OYJ7t7-E
1932,11,155.479511794,55.9180700312,Aygp8JaMkqQ
1933,159,162.749266306,12.2027672293,K0MzjnMzbj4
1934,28,75.1580296412,27.8313276131,9WOvWFdA7lY
1935,28,114.686581903,84.8384914197,9WOvWFdA7lY
1936,173,42.0734716869,34.8537632017,DXhVbxfmrYM
1937,168,104.164062462,0.488266570968,8ZA8UGBEx74
1938,77,21.6557543,12.79942495,kmWf36zfL7o
1939,81,161.632618944,20.1386920239,0e-qdFlRmPU
1940,112,64.1170675866,10.227937025,tXLvsYsWCoY
1941,94,57.7394418939,0.662583760493,Wy0u0amd4Ko
1942,21,35.9841462022,1.88767664681,Gl6EMAgTNKo
1943,186,7.47601030733,3.15448348362,WXST-TXQjoU
1944,186,14.2702824259,11.9361957457,WXST-TXQjoU
1945,85,28.8879875195,15.4624804992,huUb8mM5fv4
1946,154,39.7147057582,0.25255774727,jDfTrTtPs5s
1947,36,82.6583476,1.82706056942,2aw1pVJsnKs
1948,183,62.7460931791,51.2856191399,GvJxJf4m6_M
1949,44,218.740230889,21.7338051019,r1mrueEHDDE
1950,70,120.875327103,21.4889470405,_tRAypMWUdc
1951,13,230.441312275,0.01,OPp3DqFq0O0
1952,121,186.456235828,0.01,5SNtTQZnN4g
1953,9,73.0296349454,2.41735725429,Ti1ZaH0VGfg
1954,128,56.541,0.01,wPYr19iFxhw
1955,134,33.3276458658,2.30771138846,fvslbZDJ3C8
1956,159,13.537232,0.0,sRol1BJ9EUk
1957,81,174.126446706,49.4033175956,8A7nbBMC4eA
1958,100,56.0198424337,0.01,jUmfhYsA5r0
1959,128,53.5572842645,6.23037772245,XQaaA2UZYh8
1960,74,15.9188259345,6.82235397192,jpWevi1HBYo
1961,172,48.6496074571,0.0,1hiyhNqakMI
1962,2,184.062442209,23.7405380623,_i6yjCO8nzQ
1963,45,129.15799376,10.1173073323,J8mSgO4r-kQ
1964,101,42.4362917317,29.0513681747,IAj0JIDDaOQ
1965,132,86.8843610803,9.95085844852,cfaBPxE-A5k
1966,160,17.5211037754,7.00844151014,ZYcZZJ0XItM
1967,160,32.6330557816,23.6534900967,ZYcZZJ0XItM
1968,160,51.4682423401,38.5464283058,ZYcZZJ0XItM
1969,160,71.8365254789,55.6295044867,ZYcZZJ0XItM
1970,160,84.9773533105,77.5308842059,ZYcZZJ0XItM
1971,160,101.4033881,84.7583395133,ZYcZZJ0XItM
1972,160,116.9533677,105.345636449,ZYcZZJ0XItM
1973,160,136.664609448,120.89561605,ZYcZZJ0XItM
1974,109,31.3402823713,18.293648986,UL_3QfD3ERM
1975,109,46.6661606864,36.303675507,UL_3QfD3ERM
1976,109,77.8714960998,53.1909126365,UL_3QfD3ERM
1977,108,52.6537998268,9.74716439626,Ck-9AHZNkq4
1978,11,233.662403628,19.3199803312,kNAgK0nC9Ig
1979,190,175.548894081,0.2,K7f0co9akMI
1980,181,56.7971357254,35.4395351014,UadYaZOC6B8
1981,147,166.635630885,0.01,xlr_sSnttZo
1982,186,54.0620182113,21.2482559139,yl37hI-Bgkk
1983,26,211.101,0.01,otq24Pdm3sc
1984,119,10.2455101404,6.50508580343,MtmQjudesdM
1985,28,67.1602725334,55.5191586276,G8OyFOhVGCI
1986,28,123.351032471,113.948594424,G8OyFOhVGCI
1987,40,204.797716259,0.01,Z86tpjRaiK8
1988,162,78.6939750286,55.7936110006,0HhNhRExwSQ
1989,0,23.6212043682,4.29476443058,i4SvqrGYH-Q
1990,0,66.300425897,51.26875039,i4SvqrGYH-Q
1991,0,82.1373697348,71.4004586583,i4SvqrGYH-Q
1992,0,119.984981279,106.832265211,i4SvqrGYH-Q
1993,0,145.216722309,134.748234009,i4SvqrGYH-Q
1994,171,35.1676889111,5.39854889434,9IvKkq9k81o
1995,0,34.7668266937,14.2861879678,cVuHOF56B64
1996,0,39.2557002545,5.40307875913,lgB0Ynn38-k
1997,0,68.6057563292,58.0997703479,lgB0Ynn38-k
1998,0,97.288765675,73.275083432,lgB0Ynn38-k
1999,95,10.8280334134,4.92183336973,CQ4dPckD_Xc
2000,95,49.2183336973,33.4684669142,CQ4dPckD_Xc
2001,95,73.6634394337,65.7885060421,CQ4dPckD_Xc
2002,95,103.358500764,92.038284014,CQ4dPckD_Xc
2003,128,10.7425590031,8.70517658721,GcE-0A4Titg
2004,128,31.8572494952,17.2251394173,GcE-0A4Titg
2005,128,63.1588520667,51.3049907379,GcE-0A4Titg
2006,128,84.2735418239,67.2336168985,GcE-0A4Titg
2007,128,96.3126196311,92.7935045797,GcE-0A4Titg
2008,146,46.664424337,20.9557831513,RHtpBRwZ9hM
2009,146,81.6745366615,74.9655335413,RHtpBRwZ9hM
2010,80,160.768102772,0.01,PJgy8J1f3jg
2011,92,86.4618104524,0.01,prqwtY9cn6s
2012,1,62.4236099844,30.6511138846,NpBZn7OHUKo
2013,169,122.692336449,28.3726028037,H80bs53Arrw
2014,62,3.56275971855,0.2,ke9gaIRnaEo
2015,62,14.0531077787,6.13586395973,ke9gaIRnaEo
2016,62,44.930358248,35.6275971855,ke9gaIRnaEo
2017,62,81.1517483775,66.5048474509,ke9gaIRnaEo
2018,62,91.2462341513,87.6834744665,ke9gaIRnaEo
2019,62,125.488313345,107.476583827,ke9gaIRnaEo
2020,27,18.3775575195,13.9888870671,OUpTPRtEITY
2021,36,35.421588741,0.0,K8XNOs0AwaE
2022,189,23.523334429,5.60692377,8E8bytYxwAA
2023,163,33.8836061841,12.5772230889,isGfZVCL4gE
2024,190,107.369070295,0.01,CHBpVOfPmRA
2025,64,47.4654263027,37.2691495413,PLnfT1PoVHw
2026,64,91.5906929766,73.3077139563,PLnfT1PoVHw
2027,1,10.2818392543,0.0,TGvY7GtyTK4
2028,1,62.6860522278,14.2619060624,TGvY7GtyTK4
2029,1,73.9629081841,72.8020553651,TGvY7GtyTK4
2030,1,86.2347808424,78.4404833432,TGvY7GtyTK4
2031,29,120.702383775,98.5992402496,6vylz7u_tHw
2032,85,173.41293001,10.638385,VvD2fdPNWEg
2033,128,82.7032629878,58.2058500796,lFlQ_xWVt8M
2034,67,204.938729193,12.8391432246,MWnYL4JiMP0
2035,183,124.321,0.01,gjz9pSK0Y9I
2036,43,29.0091493945,6.3063368249,vrwJEvpeHyM
2037,43,58.0182987891,33.2133739445,vrwJEvpeHyM
2038,43,72.5228734864,62.642945794,vrwJEvpeHyM
2039,43,85.3457578409,74.414774078,vrwJEvpeHyM
2040,43,103.003500842,87.447870103,vrwJEvpeHyM
2041,43,133.694339869,117.718286677,vrwJEvpeHyM
2042,122,70.3160693916,46.3890735569,JxbmHo84AC4
2043,122,137.702302559,78.6172720281,JxbmHo84AC4
2044,113,16.183333,6.8612325,8wB0BOjuyes
2045,113,5.6467416,0.239846588924,8wB0BOjuyes
2046,73,13.6090567341,12.716659348,c7HroaL0WDc
2047,73,83.8853508909,82.3236554652,c7HroaL0WDc
2048,73,93.7017221382,89.6859339007,c7HroaL0WDc
2049,73,114.003761227,105.972184854,c7HroaL0WDc
2050,96,52.6179973214,6.17152879095,9gU5be5YCVw
2051,184,79.421160784,0.128303636302,Yu18MvEn-To
2052,10,38.8488028976,0.01,yQ2AirKmnTM
2053,62,38.8256458658,10.5572418097,VlLq4bAHCXI
2054,174,52.8978846079,15.7993232939,8zq6C0SRyDQ
2055,139,55.321,0.01,-bqaXU4s8Qs
2056,29,85.1508526952,23.7241102161,_jxpaVW4_cE
2057,11,104.448065204,45.7606622306,kkIClKG5xY8
2058,11,157.189166178,107.809017797,kkIClKG5xY8
2059,19,235.845079365,18.7645850977,jEppv00aBBc
2060,176,40.8301703526,0.01,iWSKl7vOd2s
2061,113,99.3847113885,47.8891731669,qTAG23IVSeM
2062,166,34.5093603744,10.3528081123,sqcJOpPrexQ
2063,98,23.6199817098,14.9432537348,SL7iKDqir6g
2064,98,33.260790571,28.4403861404,SL7iKDqir6g
2065,192,35.1410648752,26.6777717639,yt0K2HWC0WI
2066,192,121.981811583,113.886487737,yt0K2HWC0WI
2067,192,145.899813854,136.700582211,yt0K2HWC0WI
2068,192,194.103786576,184.168617488,yt0K2HWC0WI
2069,137,157.518616822,72.7667523364,PjcTk1hcf4k
2070,97,81.6422284399,10.8856306579,9_zC7CdvYu4
2071,91,45.489471175,0.01,mIC02-VKqUE
2072,175,175.195560748,91.0927819315,djE5A2S1Ezg
2073,71,216.13154859,15.4636548908,Likt_9dbMqE
2074,63,27.7246258503,0.01,kU2FVf0ldx4
2075,159,55.4987972662,53.6691665871,p7j6yY99vEg
2076,159,60.9876893035,59.5646432197,p7j6yY99vEg
2077,159,67.6963351269,66.2732890431,p7j6yY99vEg
2078,159,73.5918117595,72.1687656758,p7j6yY99vEg
2079,159,80.7070410562,78.6741181076,p7j6yY99vEg
2080,159,87.2123944914,85.5860561326,p7j6yY99vEg
2081,159,93.7177479267,91.888117273,p7j6yY99vEg
2082,159,98.800055298,97.7835938237,p7j6yY99vEg
2083,159,104.898824144,103.882362669,p7j6yY99vEg
2084,159,110.591008399,109.981131515,p7j6yY99vEg
2085,159,118.519407899,116.689777245,p7j6yY99vEg
2086,184,154.241185647,17.4785460218,TUPCQpyoSbI
2087,158,129.204358553,67.7695386673,Fr7rhb2Vw_k
2088,79,79.3181161877,11.0207167306,sGwra7t-ARo
2089,38,97.1174894041,76.7024015413,nqbYEJlRwoQ
2090,38,154.27973542,135.906156343,nqbYEJlRwoQ
2091,183,10.4080280811,7.74732917317,y3Zq6RZZNtc
2092,9,78.0527364768,0.580317743322,7o7hL0VccJQ
2093,21,232.362086168,0.01,xs5imfBbWmw
2094,139,29.5165179407,0.0,z8VqGGu5vPc
2095,139,168.378318253,67.753825273,z8VqGGu5vPc
2096,139,196.571460218,194.894229329,z8VqGGu5vPc
2097,139,207.30573791,204.622168487,z8VqGGu5vPc
2098,108,64.8467815913,28.8011591264,nGABbRHJ2Ug
2099,108,111.51374571,83.399675507,nGABbRHJ2Ug
2100,17,136.015485274,0.01,yISeNkFiVAg
2101,114,77.5427040056,8.46268531404,saB1t3Znhk0
2102,31,80.7567058619,14.8743261839,EqSXihtiv5g
2103,98,56.7105239121,48.5952189571,Cz5fahiO1AA
2104,59,152.354740884,3.38341689618,7_HWPDDW7Cw
2105,181,86.8723344618,3.3628000467,EwjDShmfFHM
2106,170,217.381073323,4.84563806552,KR1-rdV18pI
2107,184,183.228683,0.0,iBefG1qFbsE
2108,198,196.90603694,50.691871831,Y9B22Ii7-eE
2109,35,34.8387707699,33.2834685034,Rai5nKbB6wU
2110,35,50.391793435,45.4148261822,Rai5nKbB6wU
2111,35,76.8319319657,69.0554206332,Rai5nKbB6wU
2112,35,99.5393450568,95.8066196172,Rai5nKbB6wU
2113,35,124.113120868,103.272070496,Rai5nKbB6wU
2114,35,160.196133451,125.357362681,Rai5nKbB6wU
2115,40,62.3402402496,11.9434383775,S5bjFaZUnOM
2116,40,105.455795632,99.2964305772,S5bjFaZUnOM
2117,89,6.87111408112,4.38157999376,hc4DBHpRuGM
2118,89,27.982363142,11.3522754384,hc4DBHpRuGM
2119,89,45.30952039,32.4635244992,hc4DBHpRuGM
2120,89,54.2718431045,49.7906817473,hc4DBHpRuGM
2121,38,47.7096664958,2.80806253314,FP0tI2Tjigs
2122,96,47.809387,0.0,gXvRxyT5rWw
2123,167,64.4169537375,17.5476750688,dP2DgvNt12Y
2124,45,186.061749345,0.0,qHRCGBIiNFg
2125,154,172.199183673,30.0878448852,lOCw2uO3UK8
2126,94,193.460638146,5.5575329122,pWotXONgXtc
2127,102,30.3033073635,9.90053904836,_CMIO5R_OGA
2128,111,83.8855080195,64.7170804,1L_4N307nBk
2129,111,57.38070485,12.24651155,1L_4N307nBk
2130,28,45.8751000187,0.347538636505,DgJ-GG1Agyw
2131,28,221.034572817,86.8846591264,DgJ-GG1Agyw
2132,195,300.326870748,0.01,L67RSiR2X78
2133,164,136.590133472,0.01,PY6WgOIZlhw
2134,65,120.586983335,55.4391685088,_E_9te0nq3A
2135,139,9.74194823682,4.60407142699,6czh95dpwAA
2136,139,16.547966868,12.8113291881,6czh95dpwAA
2137,139,23.6876138635,21.619118005,6czh95dpwAA
2138,139,30.7605351861,26.9571718334,6czh95dpwAA
2139,105,173.650189615,15.7588304838,Jsx38_s3Mnc
2140,64,134.350680272,0.01,wkSm7bUCgGQ
2141,89,108.201205221,99.1543341573,f4CSejhkTd8
2142,95,86.1741551825,7.00355324805,PjNF7HoQ6yY
2143,129,37.255384039,0.01,vgXU0u-rN9c
2144,1,119.408349821,40.4825273909,T7Mg-Owb14Y
2145,148,129.990931937,31.9239367357,Auy0KGsXAIg
2146,111,52.0126977847,0.0,y3xcwZpcLvI
2147,81,94.9563374298,6.7880433986,dJO_4TrLr7E
2148,154,91.77708944,16.3093373803,qI1ZayfiGHI
2149,63,96.3638221529,10.1083057722,M_E1i4S8Vp0
2150,81,190.276779338,43.3126106813,GO_36Qd9bb0
2151,17,71.796098,54.8831326365,oRtMsdNQ1LE
2152,182,188.4090078,105.026396256,nB90Q8sTBgE
2153,105,58.3980569423,0.01,a_c-FIC_W4A
2154,97,130.329851747,28.1238101139,N49yT-kvXuw
2155,59,89.325650546,17.0363354134,Hk-wwGuHuC0
2156,152,141.4572825,7.4292459571,gJxR-KzawO4
2157,152,193.00877762,164.82155338,gJxR-KzawO4
2158,14,42.0586550187,22.1530320328,oW0G_C86fz0
2159,14,61.9642780047,54.900992429,oW0G_C86fz0
2160,14,86.3647190842,73.2013232387,oW0G_C86fz0
2161,14,127.460198797,109.159867988,oW0G_C86fz0
2162,14,177.545314697,135.486659679,oW0G_C86fz0
2163,170,93.3705710677,13.606766638,PMdba6f_cho
2164,91,6.361,4.49684555382,YZvdzvM-124
2165,114,204.201,2.54853042122,ykov_joUUTk
2166,30,52.2783755289,10.961594869,Lwy92HbuZII
2167,30,89.0980916271,73.9204987317,Lwy92HbuZII
2168,30,105.118884128,103.713551452,Lwy92HbuZII
2169,30,144.187132507,137.7226022,Lwy92HbuZII
2170,146,65.8500483619,14.2336209048,YTuQrhSKkNE
2171,146,99.3225195008,76.4861606864,YTuQrhSKkNE
2172,44,32.5043864993,0.01,ZU4Mgdd3omA
2173,114,160.438712949,6.92642901716,KBG7wrKsZAI
2174,170,29.641,10.4044071763,DrQgYA5_8VA
2175,12,9.95678471139,0.0,IsHMvAfUOGs
2176,136,49.5315070203,18.8322917317,0EewuppFjEw
2177,111,90.0617652106,4.03102973,JmtcnoHa66U
2178,103,151.512814353,34.3429046876,lM4FQ_FqEhQ
2179,80,176.979837768,28.5093044103,pMVo7PaXD1c
2180,80,17.3964815101,10.400070468,aBdrTqSnWbw
2181,80,20.4219565554,18.9092190328,aBdrTqSnWbw
2182,80,42.1675584431,38.7638990172,aBdrTqSnWbw
2183,80,57.2949336693,54.0803664337,aBdrTqSnWbw
2184,80,81.4987340312,77.5277980343,aBdrTqSnWbw
2185,80,110.429839151,102.487967158,aBdrTqSnWbw
2186,38,101.997726059,100.15661187,HEw5wIWVpWE
2187,81,155.680584311,3.01706575462,EQNJfWiAS28
2188,184,18.8429734641,0.2,DWvFgDSAUzE
2189,79,0.02,0.01,8onOVVuN_Is
2190,128,51.1655514019,23.3254719626,OjV4UScwkU0
2191,128,121.894401869,90.2921495327,OjV4UScwkU0
2192,192,25.2427067083,10.4336521061,2D22fVcAcyo
2193,192,66.3041762871,38.3689141966,2D22fVcAcyo
2194,192,91.2103135725,74.7184118565,2D22fVcAcyo
2195,192,126.886672387,103.663382215,2D22fVcAcyo
2196,192,180.08550702,132.271783151,2D22fVcAcyo
2197,181,206.725462161,36.3965904758,wBcP3SQ3Qg4
2198,160,17.0497386895,1.76073168,rprQvEVVpIc
2199,142,141.246983,0.01,PRT0Z9HPF4U
2200,186,167.30811952,0.945243613105,rXgC48CLncg
2201,12,28.8675098159,26.5013204867,oS7Twj3Pou0
2202,165,9.33204381076,0.164864309206,8itO1pQI9ww
2203,111,21.1957239501,0.01,jFZRNe7xFY8
2204,169,111.274482243,30.1743318609,Z6l2Yu9Q0mU
2205,169,172.426395016,144.957086605,Z6l2Yu9Q0mU
2206,95,33.0231765211,29.7144962696,aYSJn94g_Io
2207,95,46.6396693448,42.5674471919,aYSJn94g_Io
2208,95,55.5476553042,52.3662317473,aYSJn94g_Io
2209,95,64.3283843214,62.801301014,aYSJn94g_Io
2210,51,93.015274571,38.1696146646,ennVaOEePHk
2211,51,217.177450858,97.832798752,ennVaOEePHk
2212,143,82.5060940332,21.457625439,mSonugqhYuE
2213,23,124.413773791,25.9969079563,0h4UT-2XTAw
2214,158,221.171152236,12.9348172544,GLL1vOrV5Qo
2215,73,26.1862175452,22.8715058233,elgmPvU19K8
2216,73,81.8733744733,36.4618238832,elgmPvU19K8
2217,183,64.3022478471,36.1568377239,xynscQyItDQ
2218,124,101.630799771,42.1626228151,s9MNW35YCMw
2219,3,22.3003666147,12.8597363495,lkC_md7KKq0
2220,184,110.524446707,0.01,w-KZEq6JhnQ
2221,14,53.961,10.8174547582,qL7kMgxpFJY
2222,167,21.1193775351,0.2,L963epA4MFU
2223,128,103.611023184,15.4538453894,JjGhHZgdWVI
2224,17,82.6696848674,0.2,S-DOW63629o
2225,34,27.4130428835,1.27383960366,ku65ME0vW8s
2226,51,48.444351014,4.21111700468,b380n1dci9I
2227,93,123.500907383,117.027756376,qrvPTE0kb5U
2228,46,77.0066115445,28.2909594384,Dzj5X11anrk
2229,142,88.4013008237,80.6837269423,Q6KyDc24uSk
2230,142,112.255620094,104.538046212,Q6KyDc24uSk
2231,142,146.98470256,143.827513245,Q6KyDc24uSk
2232,142,176.451802835,165.226240825,Q6KyDc24uSk
2233,111,95.6894331066,0.0,9A3z0W8U124
2234,72,2.15434804368,0.692469014041,e8MK2naV6E8
2235,72,45.5490729236,8.23268716693,e8MK2naV6E8
2236,17,41.0449306322,28.7593718888,6YIZ00dNpMU
2237,17,78.4600413507,66.1744826073,6YIZ00dNpMU
2238,17,99.6805519074,92.1416863149,6YIZ00dNpMU
2239,17,179.336688,0.2,6YIZ00dNpMU
2240,17,155.244783497,130.67366601,6YIZ00dNpMU
2241,17,179.336688,172.277035391,6YIZ00dNpMU
2242,194,192.901,0.2,2fndjkCHsEY
2243,189,13.2306993697,0.188114209048,QixK0AeqcsI
2244,188,155.997522621,100.56268869,b8eqn-GTdcc
2245,148,170.276845476,43.8277793573,KNyM0KvDHMM
2246,148,154.11476861,134.23168693,KNyM0KvDHMM
2247,96,20.237892369,0.01,kkcTQHFNXAg
2248,31,108.160884354,83.0761904762,1jjsTfZS5DY
2249,68,46.0697519501,30.3864321373,shpZ47Mvxfg
2250,68,69.3146723869,48.310226209,shpZ47Mvxfg
2251,68,91.1592964119,71.2750873635,shpZ47Mvxfg
2252,68,123.646173167,93.6798299532,shpZ47Mvxfg
2253,68,146.330975039,126.726825273,shpZ47Mvxfg
2254,68,160.894057722,148.011330733,shpZ47Mvxfg
2255,96,89.8669479732,26.7722092394,DqsaFxxfONY
2256,148,183.518654446,130.329629485,obUkL-Ya8dE
2257,148,126.58308744,29.85066516,obUkL-Ya8dE
2258,3,161.962,0.01,e1_oskOyQoU
2259,85,24.7605626958,21.5744608783,Q3tPDohXUYc
2260,85,48.8839050281,41.7834495491,Q3tPDohXUYc
2261,69,11.8445676929,0.2,EvJqfGXb5Fo
2262,69,128.56291178,105.614061885,EvJqfGXb5Fo
2263,172,54.743551476,0.01,aIXUWoP-L-E
2264,194,145.141250377,133.401884099,0hdwFR5qWz4
2265,194,164.351122469,155.457663168,0hdwFR5qWz4
2266,48,117.679671998,21.0263390889,UN0bAa_ko4I
2267,48,168.549847213,132.940724562,UN0bAa_ko4I
2268,190,60.1473486739,29.9235561622,kQ4rE7o6rrg
2269,190,78.1615296412,69.7549118565,kQ4rE7o6rrg
2270,190,112.40599298,97.7769711388,kQ4rE7o6rrg
2271,96,34.0093352574,4.13373135725,M-n0vW3p2sE
2272,30,121.806802237,3.11521910359,JgAlMwG3fWw
2273,106,30.2473073323,11.544773791,_uKKSGTNJAY
2274,96,48.720390624,2.87615901716,XFijgUPprk4
2275,70,65.709356066,10.244309337,Fr9F2xRLd0A
2276,12,5.0864015585,0.223578090484,w--X02F3MHM
2277,12,22.4695980936,15.929938947,w--X02F3MHM
2278,12,29.5123079438,26.829370858,w--X02F3MHM
2279,12,32.8659793011,30.9096710094,w--X02F3MHM
2280,83,32.9554142332,8.50933946688,o-RbNz6gD5k
2281,114,173.136820656,0.0,ZWlwKbuK2fM
2282,23,74.466393,0.01,t7J7SugZPlE
2283,156,59.135168481,55.6495282941,RX-9yj3PkYI
2284,156,85.1944784499,83.3686669234,RX-9yj3PkYI
2285,156,104.898581903,104.233614665,RX-9yj3PkYI
2286,118,39.3805772231,3.59711388456,KGTPkiDRpfE
2287,150,18.6860864367,16.2749785093,U0qUFAPUg_Y
2288,150,37.3721728733,34.6596764551,U0qUFAPUg_Y
2289,150,45.509662128,43.3999426916,U0qUFAPUg_Y
2290,150,57.5652017645,54.2499283645,U0qUFAPUg_Y
2291,150,69.3193529102,66.305468001,U0qUFAPUg_Y
2292,150,79.5665616012,76.5526766921,U0qUFAPUg_Y
2293,150,91.6221012378,88.0054393468,U0qUFAPUg_Y
2294,150,97.6498710561,95.2387631288,U0qUFAPUg_Y
2295,150,105.485971451,102.773475042,U0qUFAPUg_Y
2296,150,115.130403126,112.417906718,U0qUFAPUg_Y
2297,150,130.501216109,127.487331211,U0qUFAPUg_Y
2298,150,137.433151376,134.117877988,U0qUFAPUg_Y
2299,150,143.460921173,139.844259295,U0qUFAPUg_Y
2300,150,154.913683788,151.598410399,U0qUFAPUg_Y
2301,150,165.462280933,162.448396034,U0qUFAPUg_Y
2302,150,183.244201835,180.230316936,U0qUFAPUg_Y
2303,48,142.869487723,27.6762883461,4lxS8OJRsa8
2304,6,49.1023286864,30.396679663,XdqHO4x2FL0
2305,118,17.0107535101,8.10035881435,C-6kvesNmU4
2306,184,6.93724034231,0.2,ncXZIWMNKZQ
2307,184,12.4214106378,11.2964526285,ncXZIWMNKZQ
